,longitude,latitude,Air_temperature,precipitation,Soil_temperature,Soil_moisture
0,9.219661777857524,45.48819119426245,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
1,9.263653094594526,45.53301854182784,287.9395751953125,3.984100476372987e-05,281.01629638671875,34.98910140991211
2,9.30385205618108,45.4783874949726,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
3,9.20527638311384,45.53610372476702,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
4,9.16953988562908,45.39901614562579,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
5,9.235945504536991,45.38217447051077,287.9395751953125,3.984100476372987e-05,281.01629638671875,34.98910140991211
6,9.258535916846887,45.456053711222054,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
7,9.291897482344654,45.43389778126084,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
8,9.29061057583782,45.446734913944596,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
9,9.202158221856166,45.48545644304231,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
10,9.221890304851016,45.486639761000035,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
11,9.241121145546888,45.44093580897894,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
12,9.21009554900327,45.46154253516766,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
13,9.28473073536189,45.42295712709256,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
14,9.309282431829319,45.482116695485594,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
15,9.210703250075595,45.532009454420376,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
16,9.163581885797665,45.410303534537235,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
17,9.296097672527708,45.41572774871178,,,,
18,9.284753033770937,45.510551666795344,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
19,9.153219870830842,45.544371900444496,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
20,9.221169962374022,45.42181191435441,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
21,9.213648239762229,45.4074305636223,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
22,9.164014928073776,45.44611673982947,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
23,9.156833352208777,45.43068431021571,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
24,9.211666251072852,45.38125550950605,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
25,9.177574333644138,45.481631283797,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
26,9.148079238849053,45.49283762245103,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
27,9.133361641725864,45.52454635887582,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
28,9.245806854219431,45.42348256372703,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
29,9.168497654521198,45.42627985532107,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
30,9.16752577125945,45.504160402417696,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
31,9.177359098341705,45.43150767730043,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
32,9.194947264542712,45.50852067513192,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
33,9.262852718699666,45.389029826645306,288.1078186035156,3.958410161430948e-05,281.8036193847656,35.17030334472656
34,9.22440710549226,45.4866897768297,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
35,9.242538579969134,45.50346783117024,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
36,9.157833771789079,45.379540046243896,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
37,9.10084306360878,45.48702702255163,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
38,9.14178974748879,45.38224957548311,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
39,9.19444362187563,45.495929597025906,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
40,9.115453644500374,45.49945595980969,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
41,9.159665414821399,45.39502715449986,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
42,9.149393425836365,45.505037381451615,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
43,9.176722183036858,45.544999836771844,287.73565673828125,3.976373773184605e-05,280.5478820800781,34.44724655151367
44,9.133099695345065,45.40364659607364,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
45,9.313887338734768,45.46350060279394,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
46,9.278526342427108,45.451961909082605,287.8740539550781,3.963647031923756e-05,281.0048522949219,34.630409240722656
