Latitude,Longitude,Zone,GHI (kWh/m2)
45.5181954,9.208364,Zone 9,1404.6
45.5234499,9.1926098,Zone 9,1404.4
45.5036159,9.1687586,Zone 9,1405.5
45.4829442,9.1944526,Zone 9,1406.9
45.4830309,9.1946721,Zone 9,1406.9
45.4832833,9.1941409,Zone 9,1406.9
45.4832989,9.1940015,Zone 9,1406.9
45.4833272,9.1942048,Zone 9,1406.9
45.4838858,9.1954039,Zone 9,1406.9
45.4855692,9.1976112,Zone 9,1406.9
45.5022951,9.1653333,Zone 9,1405.7
45.4966819,9.1794983,Zone 9,1405.7
45.4960489,9.1711639,Zone 9,1405.9
45.5170333,9.1915688,Zone 9,1404.3
45.4956972,9.1856491,Zone 9,1405.6
45.4947988,9.185149,Zone 9,1405.8
45.4957119,9.1855423,Zone 9,1405.6
45.5160379,9.2130238,Zone 9,1404.8
45.516178,9.2123663,Zone 9,1404.7
45.5151171,9.2130089,Zone 9,1404.8
45.5155043,9.2115605,Zone 9,1404.7
45.5147742,9.2125231,Zone 9,1405
45.5150419,9.2115713,Zone 9,1404.7
45.5200671,9.1698719,Zone 9,1404.6
45.5205483,9.1695286,Zone 9,1404.6
45.5193207,9.169975,Zone 9,1404.5
45.5198392,9.1695343,Zone 9,1404.5
45.5201239,9.1706593,Zone 9,1404.5
45.5207014,9.1709253,Zone 9,1404.5
45.5194489,9.1701416,Zone 9,1404.6
45.5210579,9.1691899,Zone 9,1404.6
45.5212269,9.1676253,Zone 9,1404.6
45.5214278,9.1679937,Zone 9,1404.6
45.5121684,9.1704534,Zone 9,1404.9
45.5157405,9.1722095,Zone 9,1404.5
45.5171472,9.1708761,Zone 9,1404.5
45.5194162,9.1699372,Zone 9,1404.5
45.5141507,9.1688131,Zone 9,1404.8
45.5166377,9.1716984,Zone 9,1404.5
45.5169229,9.2122352,Zone 9,1404.7
45.514068,9.2106586,Zone 9,1404.9
45.5120183,9.2094605,Zone 9,1405.1
45.5134919,9.210292,Zone 9,1404.9
45.513037,9.2100398,Zone 9,1404.9
45.5055872,9.1997384,Zone 9,1405.2
45.5015203,9.1573701,Zone 9,1406
45.5093058,9.2027363,Zone 9,1405.3
45.5086639,9.2004984,Zone 9,1405.2
45.5067569,9.2014068,Zone 9,1405.4
45.500962,9.155016,Zone 9,1406
45.5016463,9.1583096,Zone 9,1405.9
45.5033852,9.1566888,Zone 9,1405.8
45.5133529,9.1736243,Zone 9,1404.6
45.5165006,9.1720093,Zone 9,1404.5
45.5086643,9.1769952,Zone 9,1404.9
45.5272154,9.1740995,Zone 9,1404.6
45.5287052,9.1716579,Zone 9,1404.8
45.5287009,9.1743727,Zone 9,1404.7
45.5168387,9.1672727,Zone 9,1404.7
45.5171591,9.1668273,Zone 9,1404.7
45.5053789,9.1663176,Zone 9,1405.4
45.5044541,9.1656053,Zone 9,1405.6
45.5042949,9.166342,Zone 9,1405.6
45.5068097,9.2032698,Zone 9,1405.5
45.5148178,9.1729315,Zone 9,1404.6
45.5156631,9.1725238,Zone 9,1404.5
45.5286878,9.1631096,Zone 9,1404.9
45.5244373,9.1611518,Zone 9,1404.9
45.5280604,9.1610779,Zone 9,1404.9
45.5266021,9.1620367,Zone 9,1404.9
45.5237871,9.1656628,Zone 9,1404.6
45.5265876,9.1617537,Zone 9,1404.9
45.5281006,9.1608102,Zone 9,1404.9
45.5048616,9.1850903,Zone 9,1405.1
45.4843482,9.1876062,Zone 9,1406.6
45.5043687,9.1644529,Zone 9,1405.6
45.4853207,9.1963631,Zone 9,1406.7
45.4858807,9.1970018,Zone 9,1406.7
45.4835959,9.1950784,Zone 9,1406.9
45.4844782,9.1966284,Zone 9,1406.9
45.4849818,9.1960553,Zone 9,1406.9
45.5014667,9.153699,Zone 9,1406.1
45.5014761,9.1539244,Zone 9,1406.1
45.5014667,9.1537339,Zone 9,1406.1
45.5014742,9.1538948,Zone 9,1406.1
45.5202241,9.204898,Zone 9,1404.6
45.5268666,9.2012897,Zone 9,1404.6
45.5285346,9.2005573,Zone 9,1404.6
45.528646,9.2001622,Zone 9,1404.6
45.5249398,9.177193,Zone 9,1404.4
45.5265534,9.1744271,Zone 9,1404.6
45.5265941,9.177714,Zone 9,1404.5
45.5227883,9.1608179,Zone 9,1404.9
45.5243978,9.1800132,Zone 9,1404.3
45.5200803,9.2001123,Zone 9,1404.4
45.5207358,9.2051468,Zone 9,1404.6
45.5227558,9.2038942,Zone 9,1404.5
45.5227909,9.2039773,Zone 9,1404.5
45.5277988,9.1970384,Zone 9,1404.6
45.5288559,9.2030738,Zone 9,1404.6
45.529021,9.2031435,Zone 9,1404.6
45.4827634,9.1965462,Zone 9,1406.9
45.5046046,9.1991462,Zone 9,1405.5
45.5242789,9.1920967,Zone 9,1404.4
45.5255335,9.1922516,Zone 9,1404.5
45.5049005,9.1657585,Zone 9,1405.6
45.5045452,9.1658819,Zone 9,1405.6
45.5042933,9.1659945,Zone 9,1405.6
45.5052144,9.1656378,Zone 9,1405.4
45.5014058,9.1540426,Zone 9,1406.1
45.5283146,9.2036572,Zone 9,1404.6
45.4854022,9.1883968,Zone 9,1406.5
45.5118282,9.1730422,Zone 9,1404.9
45.5118476,9.1736328,Zone 9,1404.9
45.5112183,9.1911878,Zone 9,1404.7
45.5112664,9.1911833,Zone 9,1404.7
45.5112985,9.1910963,Zone 9,1404.7
45.5027068,9.1893151,Zone 9,1405.2
45.4970521,9.1916746,Zone 9,1405.9
45.5099852,9.1907901,Zone 9,1404.9
45.5266017,9.1756923,Zone 9,1404.6
45.5217316,9.2160449,Zone 9,1404.6
45.5211249,9.2164521,Zone 9,1404.6
45.486757,9.1913898,Zone 9,1406.6
45.4870373,9.1914749,Zone 9,1406.6
45.4871522,9.1914492,Zone 9,1406.6
45.4872569,9.1912822,Zone 9,1406.6
45.4872659,9.1914251,Zone 9,1406.6
45.4881238,9.1911055,Zone 9,1406.5
45.4886665,9.1909776,Zone 9,1406.5
45.5216675,9.1683486,Zone 9,1404.6
45.5303638,9.1629823,Zone 9,1404.9
45.5297708,9.1643502,Zone 9,1404.9
45.5083638,9.1769534,Zone 9,1404.9
45.5185045,9.2043654,Zone 9,1404.6
45.4846499,9.1947328,Zone 9,1406.9
45.4861653,9.1968238,Zone 9,1406.7
45.4890834,9.1908414,Zone 9,1406.5
45.5153447,9.167128,Zone 9,1404.7
45.5153981,9.1672585,Zone 9,1404.7
45.5154503,9.1671428,Zone 9,1404.7
45.5157934,9.1660061,Zone 9,1404.7
45.5158216,9.1655555,Zone 9,1404.7
45.5159356,9.1652493,Zone 9,1404.7
45.5159651,9.1681376,Zone 9,1404.6
45.5161486,9.1669478,Zone 9,1404.7
45.5165396,9.1669813,Zone 9,1404.7
45.5165599,9.1668613,Zone 9,1404.7
45.5166335,9.1666651,Zone 9,1404.7
45.5146607,9.1659714,Zone 9,1404.8
45.5165537,9.1666758,Zone 9,1404.7
45.4858859,9.1970024,Zone 9,1406.7
45.5023749,9.1839588,Zone 9,1405.2
45.5021163,9.160924,Zone 9,1405.9
45.5009774,9.1667199,Zone 9,1405.7
45.4977309,9.1881794,Zone 9,1405.5
45.5082917,9.2021629,Zone 9,1405.2
45.4959358,9.1861037,Zone 9,1405.6
45.4958311,9.18577,Zone 9,1405.6
45.5027647,9.1598365,Zone 9,1405.7
45.4945153,9.1764613,Zone 9,1405.9
45.4945185,9.1764666,Zone 9,1405.9
45.4945278,9.1764806,Zone 9,1405.9
45.495098,9.1764811,Zone 9,1405.7
45.5146282,9.2116497,Zone 9,1404.9
45.5012395,9.1541676,Zone 9,1406.1
45.5012075,9.1541715,Zone 9,1406.1
45.507717,9.2033775,Zone 9,1405.3
45.5122395,9.1752083,Zone 9,1404.7
45.5052469,9.1656162,Zone 9,1405.4
45.5043098,9.1659782,Zone 9,1405.6
45.5049255,9.1657462,Zone 9,1405.6
45.5045758,9.1658763,Zone 9,1405.6
45.5054809,9.1673341,Zone 9,1405.4
45.5054151,9.1668338,Zone 9,1405.4
45.505496,9.1673877,Zone 9,1405.4
45.4867224,9.1850448,Zone 9,1406.2
45.4911256,9.1859892,Zone 9,1406
45.4840455,9.1963542,Zone 9,1406.9
45.4841287,9.1969993,Zone 9,1406.9
45.4840995,9.197162,Zone 9,1406.9
45.5138342,9.1735166,Zone 9,1404.6
45.5146378,9.1730171,Zone 9,1404.6
45.5138687,9.1735052,Zone 9,1404.6
45.4965093,9.1860022,Zone 9,1405.6
45.4971093,9.1849561,Zone 9,1405.5
45.4968904,9.1856769,Zone 9,1405.6
45.4935045,9.1847219,Zone 9,1405.7
45.4887822,9.1826076,Zone 9,1406.1
45.4913943,9.1837689,Zone 9,1405.9
45.4897114,9.1853194,Zone 9,1406.2
45.5283061,9.1633907,Zone 9,1404.9
45.4839425,9.1871312,Zone 9,1406.5
45.485762,9.187177,Zone 9,1406.2
45.484554,9.195621,Zone 9,1406.9
45.484667,9.195728,Zone 9,1406.9
45.4906577,9.1880096,Zone 9,1406.1
45.4840935,9.1953474,Zone 9,1406.9
45.4811898,9.1915709,Zone 9,1407.3
45.4859552,9.1965759,Zone 9,1406.7
45.4870759,9.1961038,Zone 9,1406.7
45.4872339,9.1960287,Zone 9,1406.7
45.4828501,9.1896524,Zone 9,1406.6
45.4829508,9.190758,Zone 9,1406.8
45.4829922,9.188779,Zone 9,1406.6
45.4832647,9.1884513,Zone 9,1406.6
45.4891421,9.1880636,Zone 9,1406.3
45.4839399,9.1873166,Zone 9,1406.5
45.4828245,9.1898379,Zone 9,1406.6
45.5178647,9.2108911,Zone 9,1404.7
45.5179004,9.2107468,Zone 9,1404.7
45.4944142,9.1819472,Zone 9,1405.7
45.4990854,9.1686406,Zone 9,1405.8
45.489256,9.185375,Zone 9,1406.2
45.5038965,9.1850506,Zone 9,1405.1
45.5039705,9.1850702,Zone 9,1405.1
45.5020581,9.1596153,Zone 9,1405.9
45.5021456,9.1596604,Zone 9,1405.9
45.528748,9.2105542,Zone 9,1404.6
45.5025698,9.1597415,Zone 9,1405.7
45.5026808,9.1598769,Zone 9,1405.7
45.4825418,9.1838238,Zone 9,1406.4
45.4826478,9.1845526,Zone 9,1406.4
45.4838771,9.1819259,Zone 9,1406.4
45.4837671,9.1826933,Zone 9,1406.4
45.482557,9.1849756,Zone 9,1406.4
45.4824121,9.1864777,Zone 9,1407
45.4824216,9.1868074,Zone 9,1407
45.5220977,9.1708018,Zone 9,1404.5
45.4840087,9.1887372,Zone 9,1406.6
45.5243443,9.1754697,Zone 9,1404.4
45.5089401,9.1876684,Zone 9,1404.9
45.5098912,9.1881371,Zone 9,1404.9
45.5153532,9.1760828,Zone 9,1404.4
45.4823186,9.1875639,Zone 9,1407.2
45.4826743,9.1864811,Zone 9,1406.5
45.48276,9.1848649,Zone 9,1406.4
45.4822475,9.1875427,Zone 9,1407.2
45.4821813,9.18722,Zone 9,1407
45.5094019,9.1708312,Zone 9,1405.1
45.5159602,9.1691192,Zone 9,1404.6
45.5160196,9.1691124,Zone 9,1404.6
45.5252213,9.1830579,Zone 9,1404.4
45.5030915,9.1619865,Zone 9,1405.7
45.5027729,9.1604789,Zone 9,1405.7
45.502222,9.1585389,Zone 9,1405.9
45.5022619,9.1585391,Zone 9,1405.9
45.5024176,9.1571261,Zone 9,1406
45.486669,9.196843,Zone 9,1406.7
45.4981364,9.1857377,Zone 9,1405.5
45.4844929,9.186284,Zone 9,1406.5
45.4841912,9.1872671,Zone 9,1406.5
45.4844831,9.187541,Zone 9,1406.6
45.4853889,9.1976552,Zone 9,1406.9
45.4854388,9.1977269,Zone 9,1406.9
45.4854518,9.1977022,Zone 9,1406.9
45.4855509,9.1975431,Zone 9,1406.9
45.4856702,9.1973967,Zone 9,1406.7
45.4982259,9.1844257,Zone 9,1405.4
45.5215176,9.1781359,Zone 9,1404.2
45.5215503,9.1781355,Zone 9,1404.2
45.5223185,9.1812232,Zone 9,1404.3
45.5224687,9.1815048,Zone 9,1404.3
45.4846099,9.1956321,Zone 9,1406.9
45.4928965,9.1884689,Zone 9,1405.9
45.4937018,9.1880325,Zone 9,1405.9
45.4918116,9.188719,Zone 9,1406.1
45.4930183,9.1883609,Zone 9,1405.9
45.4921349,9.1888927,Zone 9,1406.1
45.4924321,9.1888657,Zone 9,1406.1
45.5215396,9.1677002,Zone 9,1404.6
45.5218,9.1679161,Zone 9,1404.6
45.5054008,9.1655543,Zone 9,1405.4
45.5068463,9.1663326,Zone 9,1405.4
45.5054515,9.1658116,Zone 9,1405.4
45.5057015,9.1661307,Zone 9,1405.4
45.52109,9.1649006,Zone 9,1404.8
45.5210943,9.1647468,Zone 9,1404.8
45.5211608,9.1646581,Zone 9,1404.8
45.4882635,9.188731,Zone 9,1406.3
45.4870402,9.188603,Zone 9,1406.5
45.4887645,9.1912705,Zone 9,1406.5
45.488097,9.1886929,Zone 9,1406.3
45.488411,9.1891153,Zone 9,1406.3
45.4858724,9.1868946,Zone 9,1406.2
45.5189647,9.1851658,Zone 9,1404.2
45.4876255,9.1875046,Zone 9,1406.3
45.4888438,9.1892082,Zone 9,1406.3
45.4881372,9.1897826,Zone 9,1406.3
45.5037844,9.165088,Zone 9,1405.6
45.4859277,9.1869256,Zone 9,1406.2
45.4866123,9.1904905,Zone 9,1406.6
45.4860425,9.1883419,Zone 9,1406.5
45.4864655,9.1883675,Zone 9,1406.5
45.4867373,9.1912629,Zone 9,1406.6
45.4861685,9.1883768,Zone 9,1406.5
45.4874292,9.1932303,Zone 9,1406.8
45.4877353,9.1918014,Zone 9,1406.5
45.4836925,9.1899846,Zone 9,1406.6
45.4829363,9.1870239,Zone 9,1406.5
45.483028,9.194915,Zone 9,1406.9
45.48293,9.1952991,Zone 9,1406.9
45.4867884,9.1858606,Zone 9,1406.2
45.486859,9.1853403,Zone 9,1406.2
45.4866973,9.1867076,Zone 9,1406.2
45.4864669,9.1869791,Zone 9,1406.2
45.4869267,9.188807,Zone 9,1406.5
45.4867123,9.1885173,Zone 9,1406.5
45.4867002,9.1887446,Zone 9,1406.5
45.4874287,9.1884491,Zone 9,1406.5
45.4871335,9.1868745,Zone 9,1406.2
45.4879373,9.1875906,Zone 9,1406.3
45.4878086,9.1875517,Zone 9,1406.3
45.4881423,9.1882639,Zone 9,1406.3
45.4858373,9.1913196,Zone 9,1406.6
45.4864645,9.1938834,Zone 9,1406.8
45.4875546,9.1949187,Zone 9,1406.4
45.4877502,9.1950703,Zone 9,1406.6
45.4876468,9.1886438,Zone 9,1406.3
45.4886115,9.1891427,Zone 9,1406.3
45.4888963,9.1886814,Zone 9,1406.3
45.4892,9.18741,Zone 9,1406.2
45.4895065,9.1877802,Zone 9,1406.3
45.4891059,9.1884896,Zone 9,1406.3
45.4889791,9.1877761,Zone 9,1406.3
45.4891379,9.1859321,Zone 9,1406.2
45.4895874,9.1858114,Zone 9,1406.2
45.4895356,9.186077,Zone 9,1406.2
45.4895582,9.1869755,Zone 9,1406.2
45.4904965,9.1886948,Zone 9,1406.1
45.4902736,9.1885848,Zone 9,1406.1
45.4908158,9.1873379,Zone 9,1406
45.491411,9.1863829,Zone 9,1406
45.4912822,9.1877493,Zone 9,1406.1
45.4921705,9.1877409,Zone 9,1406.1
45.4907057,9.1837862,Zone 9,1405.9
45.5287342,9.1718248,Zone 9,1404.8
45.5188181,9.1704859,Zone 9,1404.6
45.4824915,9.1884599,Zone 9,1407.2
45.4826408,9.1895252,Zone 9,1406.6
45.4962176,9.1800165,Zone 9,1405.6
45.4850248,9.18489,Zone 9,1406.1
45.4848786,9.1824757,Zone 9,1406.4
45.4852203,9.1823286,Zone 9,1406.2
45.4952077,9.1771552,Zone 9,1405.7
45.4945418,9.1847273,Zone 9,1405.7
45.4946806,9.1855506,Zone 9,1405.8
45.4942978,9.1856637,Zone 9,1405.8
45.4942815,9.1857262,Zone 9,1405.8
45.4945005,9.1861975,Zone 9,1405.8
45.4969008,9.1887331,Zone 9,1405.7
45.483016,9.1911647,Zone 9,1406.8
45.5305576,9.1711882,Zone 9,1404.8
45.4843282,9.1869209,Zone 9,1406.5
45.4845566,9.1865906,Zone 9,1406.5
45.4846054,9.1871892,Zone 9,1406.5
45.4846533,9.1868884,Zone 9,1406.5
45.4846634,9.186693,Zone 9,1406.5
45.4847613,9.1857915,Zone 9,1406.5
45.4848331,9.1868113,Zone 9,1406.5
45.4848719,9.1870705,Zone 9,1406.5
45.4849688,9.1873152,Zone 9,1406.5
45.4850412,9.1873214,Zone 9,1406.2
45.4851117,9.1871892,Zone 9,1406.2
45.5254998,9.1721379,Zone 9,1404.7
45.5262754,9.171255,Zone 9,1404.7
45.5286127,9.1732144,Zone 9,1404.7
45.4845945,9.18698,Zone 9,1406.5
45.4840958,9.1866516,Zone 9,1406.5
45.4841074,9.1865708,Zone 9,1406.5
45.485209,9.1876084,Zone 9,1406.5
45.502967,9.1619773,Zone 9,1405.7
45.4837715,9.1849563,Zone 9,1406.4
45.4838752,9.1849906,Zone 9,1406.4
45.4838703,9.1851261,Zone 9,1406.5
45.4832755,9.1871102,Zone 9,1406.5
45.4835941,9.188352,Zone 9,1406.6
45.5039512,9.1658458,Zone 9,1405.6
45.4838945,9.1914442,Zone 9,1406.8
45.4838409,9.1905927,Zone 9,1406.8
45.5229686,9.1766857,Zone 9,1404.4
45.5228709,9.1766213,Zone 9,1404.4
45.5225671,9.1779584,Zone 9,1404.4
45.5238789,9.1658642,Zone 9,1404.6
45.4992118,9.1580151,Zone 9,1406.1
45.4955048,9.1733814,Zone 9,1405.9
45.5124553,9.1564858,Zone 9,1405.3
45.51249,9.1574933,Zone 9,1405.3
45.512584,9.1579586,Zone 9,1405.1
45.5147726,9.159246,Zone 9,1405.1
45.5147883,9.1587903,Zone 9,1405.1
45.5132792,9.1608898,Zone 9,1404.9
45.5213868,9.1480303,Zone 9,1405.2
45.4838133,9.1869691,Zone 9,1406.5
45.4855368,9.1892316,Zone 9,1406.5
45.5075752,9.1652862,Zone 9,1405.2
45.5018384,9.1661288,Zone 9,1405.7
45.5206112,9.1960718,Zone 9,1404.4
45.4895296,9.1888504,Zone 9,1406.3
45.4892583,9.1865705,Zone 9,1406.2
45.5160365,9.1808143,Zone 9,1404.3
45.4820061,9.187321,Zone 9,1407
45.4826511,9.1911109,Zone 9,1406.8
45.4826603,9.1910646,Zone 9,1406.8
45.4826964,9.1893616,Zone 9,1406.6
45.4826881,9.191025,Zone 9,1406.8
45.4828441,9.1892569,Zone 9,1406.6
45.482874,9.1898309,Zone 9,1406.6
45.482895,9.1876896,Zone 9,1406.6
45.4829922,9.1876814,Zone 9,1406.6
45.4831784,9.1880054,Zone 9,1406.6
45.4832076,9.1880068,Zone 9,1406.6
45.4833055,9.1879854,Zone 9,1406.6
45.4819975,9.1897703,Zone 9,1407.2
45.4827927,9.1912279,Zone 9,1406.8
45.4816615,9.1894205,Zone 9,1407.2
45.4823235,9.1894011,Zone 9,1407.2
45.4816655,9.1891998,Zone 9,1407.2
45.481553,9.1884753,Zone 9,1407.2
45.4827362,9.188731,Zone 9,1406.6
45.4827644,9.188624,Zone 9,1406.6
45.4819727,9.1883773,Zone 9,1407.2
45.4823551,9.1877484,Zone 9,1407.2
45.4825948,9.1872054,Zone 9,1406.5
45.4825218,9.1871885,Zone 9,1406.5
45.4821388,9.1875233,Zone 9,1407.2
45.4820699,9.1875099,Zone 9,1407.2
45.4819477,9.1871335,Zone 9,1407
45.4815283,9.1870113,Zone 9,1407
45.4818896,9.1874681,Zone 9,1407
45.4815582,9.1873551,Zone 9,1407
45.4816726,9.1873922,Zone 9,1407
45.524412,9.1790697,Zone 9,1404.4
45.5170106,9.1685746,Zone 9,1404.6
45.5089693,9.172782,Zone 9,1404.9
45.5264607,9.1700978,Zone 9,1404.7
45.5224852,9.2015995,Zone 9,1404.4
45.5259009,9.2019521,Zone 9,1404.6
45.526328,9.1980264,Zone 9,1404.5
45.526339,9.1985036,Zone 9,1404.5
45.5264705,9.1991398,Zone 9,1404.5
45.526526,9.1979743,Zone 9,1404.5
45.5267334,9.1978993,Zone 9,1404.5
45.5269764,9.1978236,Zone 9,1404.5
45.5270333,9.1959871,Zone 9,1404.5
45.5276693,9.1964654,Zone 9,1404.6
45.5276999,9.1964448,Zone 9,1404.6
45.5280921,9.199827,Zone 9,1404.6
45.5283347,9.2012326,Zone 9,1404.6
45.5283608,9.2008825,Zone 9,1404.6
45.5283733,9.2012391,Zone 9,1404.6
45.528412,9.2012455,Zone 9,1404.6
45.5284438,9.2012618,Zone 9,1404.6
45.5185759,9.1924958,Zone 9,1404.3
45.519531,9.1970073,Zone 9,1404.4
45.5195956,9.1968752,Zone 9,1404.4
45.5197468,9.1967394,Zone 9,1404.4
45.519784,9.1967232,Zone 9,1404.4
45.5198336,9.1967084,Zone 9,1404.4
45.5198781,9.1966922,Zone 9,1404.4
45.519938,9.1966332,Zone 9,1404.4
45.5202101,9.1966253,Zone 9,1404.4
45.5208731,9.1964004,Zone 9,1404.4
45.521093,9.1962453,Zone 9,1404.4
45.5211747,9.1966216,Zone 9,1404.4
45.5216988,9.1981355,Zone 9,1404.5
45.521712,9.1985994,Zone 9,1404.5
45.4927466,9.1854234,Zone 9,1405.8
45.4930568,9.185748,Zone 9,1405.8
45.4926356,9.1854582,Zone 9,1405.8
45.5227611,9.1845129,Zone 9,1404.3
45.5239945,9.187676,Zone 9,1404.4
45.5241023,9.1879528,Zone 9,1404.4
45.5242854,9.1884395,Zone 9,1404.4
45.5244187,9.1926657,Zone 9,1404.4
45.5246598,9.1893852,Zone 9,1404.4
45.524706,9.1895606,Zone 9,1404.4
45.5250466,9.190559,Zone 9,1404.5
45.5192368,9.1782585,Zone 9,1404.4
45.5204265,9.1778253,Zone 9,1404.2
45.5212056,9.1780815,Zone 9,1404.2
45.5213511,9.1806971,Zone 9,1404.3
45.5218369,9.182795,Zone 9,1404.3
45.5218393,9.1828581,Zone 9,1404.3
45.5225375,9.1833542,Zone 9,1404.3
45.5225628,9.1833853,Zone 9,1404.3
45.5227265,9.1838896,Zone 9,1404.3
45.4975689,9.1840142,Zone 9,1405.4
45.4976698,9.1862247,Zone 9,1405.5
45.4976924,9.1856535,Zone 9,1405.5
45.4978529,9.1861097,Zone 9,1405.5
45.497866,9.1860622,Zone 9,1405.5
45.4979108,9.1860246,Zone 9,1405.5
45.4979433,9.1860371,Zone 9,1405.5
45.4979775,9.1860634,Zone 9,1405.5
45.5138993,9.1791367,Zone 9,1404.5
45.5157107,9.1795108,Zone 9,1404.3
45.5159653,9.1807756,Zone 9,1404.3
45.5161689,9.1814976,Zone 9,1404.3
45.5166609,9.1821852,Zone 9,1404.3
45.5167902,9.1820042,Zone 9,1404.3
45.5168361,9.181749,Zone 9,1404.3
45.5040967,9.164027,Zone 9,1405.6
45.4986263,9.1661944,Zone 9,1405.9
45.4971299,9.183472,Zone 9,1405.5
45.4971165,9.1826472,Zone 9,1405.5
45.4981114,9.1880227,Zone 9,1405.5
