Latitude,Longitude,Zone,SAVI
45.53650006730267,9.173865176013791,zone9,0.2537788499865189
45.53650006730267,9.174134670599026,zone9,0.2537788499865189
45.53650006730267,9.174404165184262,zone9,0.2476825986600269
45.53650006730267,9.174673659769498,zone9,0.22810207347092076
45.536230572717436,9.164971854701008,zone9,0.13781085790485748
45.536230572717436,9.165241349286243,zone9,0.1414295243211539
45.536230572717436,9.165510843871479,zone9,0.077941246
45.536230572717436,9.165780338456715,zone9,0.077941246
45.536230572717436,9.166049833041951,zone9,0.050358167
45.536230572717436,9.166319327627187,zone9,0.046694635
45.536230572717436,9.166588822212422,zone9,0.043490274
45.536230572717436,9.166858316797658,zone9,0.043490274
45.536230572717436,9.167127811382894,zone9,0.046678536801849815
45.536230572717436,9.167397306,zone9,0.052116199
45.536230572717436,9.167666800553366,zone9,0.052116199
45.536230572717436,9.167936295138603,zone9,0.081010429
45.536230572717436,9.168205789723837,zone9,0.10384143033989038
45.536230572717436,9.168475284309073,zone9,0.10384143033989038
45.536230572717436,9.173326186843319,zone9,0.338446819
45.536230572717436,9.173595681428555,zone9,0.3520218105657029
45.536230572717436,9.173865176013791,zone9,0.3399949444048266
45.536230572717436,9.174134670599026,zone9,0.3399949444048266
45.536230572717436,9.174404165184262,zone9,0.2981673264073671
45.536230572717436,9.174673659769498,zone9,0.27460935884286347
45.536230572717436,9.174943154354734,zone9,0.27460935884286347
45.535961078132196,9.164971854701008,zone9,0.15415936670675817
45.535961078132196,9.165241349286243,zone9,0.15340177467662444
45.535961078132196,9.165510843871479,zone9,0.092738305
45.535961078132196,9.165780338456715,zone9,0.092738305
45.535961078132196,9.166049833041951,zone9,0.062568431
45.535961078132196,9.166319327627187,zone9,0.092737277
45.535961078132196,9.166588822212422,zone9,0.15471748669764485
45.535961078132196,9.166858316797658,zone9,0.15471748669764485
45.535961078132196,9.167127811382894,zone9,0.10919791786768665
45.535961078132196,9.167397306,zone9,0.084759579
45.535961078132196,9.167666800553366,zone9,0.084759579
45.535961078132196,9.167936295138603,zone9,0.098658887
45.535961078132196,9.168205789723837,zone9,0.10877704286223135
45.535961078132196,9.168475284309073,zone9,0.10877704286223135
45.535961078132196,9.168744779,zone9,0.13547203171463232
45.535961078132196,9.169014273479545,zone9,0.1539784660701251
45.535961078132196,9.169283768064782,zone9,0.17958628155053438
45.535961078132196,9.169553262650016,zone9,0.17958628155053438
45.535961078132196,9.169822757235252,zone9,0.2204795138322789
45.535961078132196,9.170092251820488,zone9,0.27878876920519774
45.535961078132196,9.173326186843319,zone9,0.32389307707985376
45.535961078132196,9.173595681428555,zone9,0.29698004742332196
45.535961078132196,9.173865176013791,zone9,0.32358868712937416
45.535961078132196,9.174134670599026,zone9,0.32358868712937416
45.535961078132196,9.174404165184262,zone9,0.306443888
45.535961078132196,9.174673659769498,zone9,0.3156192720490565
45.535961078132196,9.174943154354734,zone9,0.3156192720490565
45.535961078132196,9.175212649,zone9,0.3646234115951582
45.535961078132196,9.175482143525207,zone9,0.24928444453280976
45.535961078132196,9.175751638110441,zone9,0.24928444453280976
45.535961078132196,9.176021132695677,zone9,0.10083423669552632
45.535961078132196,9.176290627280913,zone9,0.17183121074821955
45.535961078132196,9.176560122,zone9,0.12824936374902926
45.535961078132196,9.176829616451386,zone9,0.12824936374902926
45.535961078132196,9.178177089377565,zone9,0.3902404583849133
45.535961078132196,9.178446584,zone9,0.3902404583849133
45.535691583546964,9.164163371,zone9,0.06587653
45.535691583546964,9.164432865530536,zone9,0.063858574
45.535691583546964,9.164702360115772,zone9,0.13277549181905274
45.535691583546964,9.164971854701008,zone9,0.13277549181905274
45.535691583546964,9.165241349286243,zone9,0.16719672250035914
45.535691583546964,9.165510843871479,zone9,0.11256404048358168
45.535691583546964,9.165780338456715,zone9,0.11256404048358168
45.535691583546964,9.166049833041951,zone9,0.076982118
45.535691583546964,9.166319327627187,zone9,0.25346384628089413
45.535691583546964,9.166588822212422,zone9,0.3204041528593542
45.535691583546964,9.166858316797658,zone9,0.3204041528593542
45.535691583546964,9.167127811382894,zone9,0.15268498891175963
45.535691583546964,9.167397306,zone9,0.10568893808009278
45.535691583546964,9.167666800553366,zone9,0.10568893808009278
45.535691583546964,9.167936295138603,zone9,0.11333453943661992
45.535691583546964,9.168205789723837,zone9,0.12251307672956015
45.535691583546964,9.168475284309073,zone9,0.12251307672956015
45.535691583546964,9.168744779,zone9,0.13942506272334004
45.535691583546964,9.169014273479545,zone9,0.12335384520994794
45.535691583546964,9.169283768064782,zone9,0.154572704
45.535691583546964,9.169553262650016,zone9,0.154572704
45.535691583546964,9.169822757235252,zone9,0.2159788807828273
45.535691583546964,9.170092251820488,zone9,0.27689524280458666
45.535691583546964,9.170361746405725,zone9,0.27689524280458666
45.535691583546964,9.170631241,zone9,0.29438285714954177
45.535691583546964,9.170900735576197,zone9,0.2740773515674287
45.535691583546964,9.171170230161431,zone9,0.2690130626151424
45.535691583546964,9.173326186843319,zone9,0.2882037656306088
45.535691583546964,9.173595681428555,zone9,0.2665912398425793
45.535691583546964,9.173865176013791,zone9,0.30110412706844897
45.535691583546964,9.174134670599026,zone9,0.30110412706844897
45.535691583546964,9.174404165184262,zone9,0.2841156857257855
45.535691583546964,9.174673659769498,zone9,0.2957023114867738
45.535691583546964,9.174943154354734,zone9,0.2957023114867738
45.535691583546964,9.175212649,zone9,0.3269419910816187
45.535691583546964,9.175482143525207,zone9,0.21765114633168753
45.535691583546964,9.175751638110441,zone9,0.21765114633168753
45.535691583546964,9.176021132695677,zone9,0.11205196570295542
45.535691583546964,9.176290627280913,zone9,0.16518238977702782
45.535691583546964,9.176560122,zone9,0.1649528339057713
45.535691583546964,9.176829616451386,zone9,0.1649528339057713
